Time,Inputs | Throttle Command,Inputs | Mapped Throttle,Inputs | Throttle Pot,Motor | Motor RPM,Vehicle | Vehicle Speed,Vehicle | Vehicle Acceleration,Vehicle | Time Between Speeds,Vehicle | Braking Distance Captured
47:38.2,44,44.5,2.44,1547,12.8,0.066,22.36,0
47:38.4,44,45.2,2.42,1548,13.1,0.163,22.55,0
47:38.5,44.3,43.9,2.44,1549,12.8,0,22.65,0
47:38.6,44.8,43.8,2.46,1551,13,0.048,22.75,0
47:38.7,44.4,43.6,2.39,1550,13,0,22.84,0
47:39.2,44.6,45.1,2.4,1554,13.1,0,23.3,0
47:39.3,44.1,45.3,2.42,1557,13,0.15,23.37,0
47:39.3,44.1,43.9,2.38,1556,13,0,23.45,0
47:39.5,44.5,43.9,2.46,1558,12.9,0,23.57,0
47:39.9,44.7,44.9,2.37,1562,13,0.132,24.01,0
47:40.0,44.7,45.1,2.41,1561,13.2,0.084,24.12,0
47:40.2,44.6,43.8,2.43,1563,13,0.159,24.32,0
47:40.3,44.4,43.9,2.39,1562,13.1,0.115,24.41,0
47:40.4,44.6,44.4,2.38,1563,13,0,24.5,0
47:40.5,44,43.9,2.44,1563,13.1,0.066,24.6,0
47:41.3,44.4,43.7,2.37,1570,13,0,25.42,0
47:41.4,0,0,0.29,1571,13.1,0.039,25.55,0
47:41.7,0,0,0.3,1557,12,0,25.78,0
47:41.8,0,0,0.29,1546,12.7,0.234,25.87,0
47:41.8,0,0,0.29,1544,12.9,0.137,25.96,0
47:42.3,0,0,0.29,1510,12.2,0,26.44,0
47:42.4,0,0,0.29,1505,11.4,0,26.55,0
47:42.6,0,0,0.29,1491,12.2,0.331,26.66,0
47:42.6,0,0,0.29,1475,11.2,0,26.75,0
47:42.7,0,0,0.29,1471,11.8,0.07,26.84,0
47:42.9,0,0,0.29,1449,11.8,0.376,26.98,0
47:43.0,0,0,0.29,1428,10.9,0,27.11,0
47:43.2,0,0,0.29,1401,10.8,0.048,27.29,0
47:43.3,0,0,0.29,1395,11,0.199,27.36,0
47:43.5,0,0,0.29,1354,9.9,0,27.62,0
47:43.6,0,0,0.29,1338,10.5,0.137,27.72,0
47:43.7,0,0,0.29,1322,9.8,0,27.81,0
47:44.0,0,0,0.29,1268,9.6,0.123,28.11,0
47:44.1,0,0,0.29,1251,9.2,0,28.2,0
47:44.2,0,0,0.29,1236,8.9,0,28.26,0
47:44.4,0,0,0.29,1194,8.4,0,28.47,0
47:44.5,0,0,0.29,1164,8.4,0.026,28.6,0
47:44.8,0,0,0.29,1093,7.6,0.061,28.87,0
47:45.0,0,0,0.28,1038,7,0,29.05,0
47:45.1,0,0,0.28,1012,6.9,0,29.16,0
47:45.2,0,0,0.28,984,6.3,0,29.26,0
47:45.3,0,0,0.28,953,6.2,0,29.36,0
47:45.4,0,0,0.28,926,5.9,0,29.46,0
47:45.5,0,0,0.28,895,5.5,0,29.55,0
47:45.8,0,0,0.29,771,4.4,0,29.93,0
47:45.9,0,0,0.28,738,4.1,0,30.03,0
47:46.0,0,0,0.29,693,3.9,0,30.14,0
47:46.1,0,0,0.29,671,3.6,0,30.23,0
47:46.2,0,0,0.28,628,3.2,0,30.33,0
47:46.3,0,0,0.29,596,3,0,30.43,0
47:46.6,0,0,0.29,504,2.2,0,30.44,0
47:47.0,0,0,0.28,385,1.3,0,30.44,0
47:47.1,0,0,0.29,354,1.1,0,30.44,0
47:47.1,0,0,0.29,334,0.9,0,30.44,0
47:47.2,0,0,0.29,303,0.7,0,30.44,0
47:47.3,0,0,0.29,274,0.5,0,30.44,0
47:47.5,0,0,0.32,226,0.2,0,30.44,0
47:47.7,0,0,0.31,174,0,0,30.44,0
47:47.9,0,0,0.31,126,0,0,30.44,0
